"name","city","state","zipcode","address","phone_no","page_url"
"National HVAC Service","Seaford","Delaware","19973","Seaford Delaware, US-19973","302-629-9400","https://www.trane.com/residential/en/dealers/national-hvac-service-seaford-de/"
"NATIONAL FURNACE & A/C","Lincoln","Nebraska","68502","Lincoln Nebraska, US-68502","402-436-3492","https://www.trane.com/residential/en/dealers/national-furnace-and-a-c-lincoln-ne/"
"NATIONAL AIR","Harvey","Louisiana","70058","Harvey Louisiana, US-70058","504-341-2822","https://www.trane.com/residential/en/dealers/national-air-harvey-la/"
"Narrows Heating & AC, Inc.","Tacoma","Washington","98409","Tacoma Washington, US-98409","253-627-7543","https://www.trane.com/residential/en/dealers/narrows-heating-and-ac-inc-tacoma-wa/"
"NARDCO HEATING & A/C","Anderson","Indiana","46016","Anderson Indiana, US-46016","765-644-3358","https://www.trane.com/residential/en/dealers/nardco-heating-and-a-c-anderson-in/"
"N B Mechanical Svcs Inc","Enola","Pennsylvania","17025","Enola Pennsylvania, US-17025","717-657-1700","https://www.trane.com/residential/en/dealers/n-b-mechanical-svcs-inc-enola-pa/"
"N B Mechanical Services Inc.","Enola","Pennsylvania","17025","Enola Pennsylvania, US-17025","717-657-1700","https://www.trane.com/residential/en/dealers/nb-mechanical-services-enola-pa/"
"MVP Air Conditioning LLC","Tucson","Arizona","85741","Tucson Arizona, US-85741","520-990-6129","https://www.trane.com/residential/en/dealers/mvp-air-conditioning-llc-tucson-az/"
"Muller Mechanical","Platte City","Missouri","64079","Platte City Missouri, US-64079","866-651-4009","https://www.trane.com/residential/en/dealers/muller-mechanical-platte-city-mo/"
"MTB Mechanical","Charlotte","North Carolina","28105","Charlotte North Carolina, US-28105","704-321-9250","https://www.trane.com/residential/en/dealers/mtb-mechanical-charlotte-nc/"
"Mr. Wilson Heating & Air Conditioning","San Antonio","Texas","78216","San Antonio Texas, US-78216","210-308-9866","https://www.trane.com/residential/en/dealers/mr-wilson-heating-and-air-conditioning-san-antonio-tx/"
"Mr. Refrigeration Inc","Jacksonville","Alabama","36265","Jacksonville Alabama, US-36265","256-435-1904","https://www.trane.com/residential/en/dealers/mr-refrigeration-inc-jacksonville-al/"
"MR. COOL","Cape Coral","Florida","33990","Cape Coral Florida, US-33990","239-424-8215","https://www.trane.com/residential/en/dealers/mr-cool-cape-coral-fl/"
"MPE Services","Oneonta","Alabama","35121","Oneonta Alabama, US-35121","205-502-4443","https://www.trane.com/residential/en/dealers/mpe-services-oneonta-al/"
"Mountaineer Heating & Cooling","Boone","North Carolina","28607","Boone North Carolina, US-28607","828-264-6625","https://www.trane.com/residential/en/dealers/mountaineer-heating-and-cooling-boone-nc/"
"Mountain Heating and Cooling","Bozeman","Montana","59718","Bozeman Montana, US-59718","406-586-4007","https://www.trane.com/residential/en/dealers/mountain-heating-and-cooling-bozeman-mt/"
"Mountain Air Mechanical Contractors Inc.","Arden","North Carolina","28704","Arden North Carolina, US-28704","828-654-0001","https://www.trane.com/residential/en/dealers/mountain-air-mechanical-contractors-inc-arden-nc/"
"MOUNTAIN AIR","Roland","Oklahoma","74954","Roland Oklahoma, US-74954","888-966-3138","https://www.trane.com/residential/en/dealers/mountain-air-roland-ok/"
"Morrisville Heating & Air Conditioning, Inc.","Cary","North Carolina","27511","Cary North Carolina, US-27511","919-467-6466","https://www.trane.com/residential/en/dealers/morrisville-heating-and-air-conditioning-inc-cary-nc/"
"Morris Mechanical Plumbing, Heating & Air, LLC","Arendtsville","Pennsylvania","17325","Arendtsville Pennsylvania, US-17325","717-677-6802","https://www.trane.com/residential/en/dealers/morris-mechanical-plumbing-heating-and-air-llc-arendtsville-pa/"
"Morgan Mechanical","Fair Oaks","California","95742","Fair Oaks California, US-95742","916-967-1544","https://www.trane.com/residential/en/dealers/morgan-mechanical-fair-oaks-ca/"
"Moore Air","Cincinnati","Ohio","45240","Cincinnati Ohio, US-45240","513-772-3444","https://www.trane.com/residential/en/dealers/moore-air-cincinnati-oh/"
"Mooneyham Htg & A/C","Milton","Florida","32583","Milton Florida, US-32583","850-623-2084","https://www.trane.com/residential/en/dealers/mooneyham-htg-and-a-c-milton-fl/"
"MOODY HEATING & AIR, INC.","Wichita","Kansas","67213","Wichita Kansas, US-67213","316-262-7444","https://www.trane.com/residential/en/dealers/moody-heating-and-air-inc-wichita-ks/"
"Montgomery Heating & Aire Inc.","Gassville","Arkansas","72635","Gassville Arkansas, US-72635","870-435-1501","https://www.trane.com/residential/en/dealers/montgomery-heating-and-aire-inc-gassville-ar/"
"Monroe Heating & SM","Monroe","Wisconsin","53566","Monroe Wisconsin, US-53566","608-325-6030","https://www.trane.com/residential/en/dealers/monroe-heating-and-sm-monroe-wi/"
"MONK HEATING AND AIR","Dallas","Pennsylvania","18612","Dallas Pennsylvania, US-18612","570-333-2665","https://www.trane.com/residential/en/dealers/monk-heating-and-air-dallas-pa/"
"Monarch Heating & Cooling, LLC","Marysville","Ohio","43040","Marysville Ohio, US-43040","937-243-0073","https://www.trane.com/residential/en/dealers/monarch-heating-and-cooling-llc-marysville-oh/"
"Modern Mechanical HVAC LLC","Garner","North Carolina","27529","Garner North Carolina, US-27529","919-934-1651","https://www.trane.com/residential/en/dealers/modern-mechanical-hvac-llc-garner-nc/"
"Modern Heating & Cooling","Gadsden","Alabama","35901","Gadsden Alabama, US-35901","256-546-0310","https://www.trane.com/residential/en/dealers/modern-heating-and-cooling-gadsden-al/"
"MODERN AIR SOLUTIONS","Panama City Beach","Florida","32413","Panama City Beach Florida, US-32413","850-249-2999","https://www.trane.com/residential/en/dealers/modern-air-solutions-panama-city-beach-fl/"
"MODERN AIR MECHANICAL","Merced","California","95348","Merced California, US-95348","209-722-1815","https://www.trane.com/residential/en/dealers/modern-air-mechanical-merced-ca/"
"MODERN A/C & HEAT","Jackson","Mississippi","39204","Jackson Mississippi, US-39204","601-922-6629","https://www.trane.com/residential/en/dealers/modern-a-c-and-heat-jackson-ms/"
"MITCHELL PLBG & HTG","Elizabeth","Pennsylvania","15037","Elizabeth Pennsylvania, US-15037","412-384-4539","https://www.trane.com/residential/en/dealers/mitchell-plbg-and-htg-elizabeth-pa/"
"MITCHELL HEATING & COOLING","Rolesville","North Carolina","27571","Rolesville North Carolina, US-27571","919-556-5069","https://www.trane.com/residential/en/dealers/mitchell-heating-and-cooling-rolesville-nc/"
"Mister Quik Heating & Air","Indianapolis","Indiana","46268","Indianapolis Indiana, US-46268","317-466-8463","https://www.trane.com/residential/en/dealers/mister-quik-heating-and-air-inpolis-in/"
"Mission PHC","Shawnee","Kansas","66203","Shawnee Kansas, US-66203","913-631-6506","https://www.trane.com/residential/en/dealers/mission-phc-shawnee-ks/"
"Milton Frank Plumbing & Cooling","Spring","Texas","77379","Spring Texas, US-77379","281-370-8005","https://www.trane.com/residential/en/dealers/milton-frank-plumbing-and-cooling-spring-tx/"
"Millian-Aire Ent. Corp","New Port Richey","Florida","34669","New Port Richey Florida, US-34669","727-862-2100","https://www.trane.com/residential/en/dealers/millian-aire-ent-corp-new-port-richey-fl/"
"MILLERS HVAC INC","Scottsburg","Indiana","47170","Scottsburg Indiana, US-47170","812-752-3077","https://www.trane.com/residential/en/dealers/millers-hvac-inc-scottsburg-in/"
"Millers Area Heating, Inc.","Grayslake","Illinois","60030","Grayslake Illinois, US-60030","847-223-0211","https://www.trane.com/residential/en/dealers/millers-area-heating-inc-grayslake-il/"
"Miller’s Central Air, Inc.","Lake Placid","Florida","33852","Lake Placid Florida, US-33852","863-699-5455","https://www.trane.com/residential/en/dealers/millers-central-air-inc-lake-placid-fl/"
"Miller’s Central Air Inc.","Port Saint Lucie","Florida","34983","Port Saint Lucie Florida, US-34983","863-699-5455","https://www.trane.com/residential/en/dealers/millers-central-air-inc-port-saint-lucie-fl/"
"Miller Plumbing & Heating","Indiana","Pennsylvania","15701","Indiana Pennsylvania, US-15701","724-349-6676","https://www.trane.com/residential/en/dealers/miller-plumbing-and-heating-indiana-pa/"
"Miller Mechanical Enterprises Inc.","Schuykill Haven","Pennsylvania","17972","Schuykill Haven Pennsylvania, US-17972","570-739-7396","https://www.trane.com/residential/en/dealers/miller-mechanical-inc-schuylkill-haven-pa/"
"Mill Creek Heating","Turner","Oregon","97392","Turner Oregon, US-97392","503-749-1000","https://www.trane.com/residential/en/dealers/mill-creek-heating-turner-or/"
"MILEY HTG AIR COND INC","Lexington","Kentucky","40505","Lexington Kentucky, US-40505","859-254-5733","https://www.trane.com/residential/en/dealers/miley-htg-air-cond-inc-lexington-ky/"
"MIKLOS AIR, INC.","Jupiter","Florida","33458","Jupiter Florida, US-33458","561-575-2173","https://www.trane.com/residential/en/dealers/miklos-air-inc-jupiter-fl/"
"MIKES HEATING & COOLING","Candler","North Carolina","28715","Candler North Carolina, US-28715","","https://www.trane.com/residential/en/dealers/mikes-heating-and-cooling-candler-nc/"
"MIKES HEATING & AC SERVICE","Picayune","Mississippi","39466","Picayune Mississippi, US-39466","601-798-1026","https://www.trane.com/residential/en/dealers/mikes-heating-and-ac-service-picayune-ms/"
"MIDWEST HTG CLG AND PLBG","Kansas City","Missouri","64145","Kansas City Missouri, US-64145","816-943-8400","https://www.trane.com/residential/en/dealers/midwest-htg-clg-and-plbg-ks-city-mo/"
"Midway Mechanical, Inc.","Albany","Oregon","97322","Albany Oregon, US-97322","541-928-2423","https://www.trane.com/residential/en/dealers/midway-mechanical-inc-albany-or/"
"Middleton, Inc.","Bryant","Arkansas","72022","Bryant Arkansas, US-72022","501-847-0371","https://www.trane.com/residential/en/dealers/middleton-inc-bryant-ar/"
"MIDDLETON HEATING & AIR, INC.","Mechanicsville","Virginia","23116","Mechanicsville Virginia, US-23116","804-559-7800","https://www.trane.com/residential/en/dealers/middleton-heating-and-air-inc-mechanicsville-va/"
"Mid State Heating & Cooling","Howell","New Jersey","07731","Howell New Jersey, US-07731","732-842-7199","https://www.trane.com/residential/en/dealers/mid-state-heating-and-cooling-howell-nj/"
"Mid Mountain Heating & Cooling","Big Stone Gap","Virginia","24219","Big Stone Gap Virginia, US-24219","276-523-1845","https://www.trane.com/residential/en/dealers/mid-mountain-heating-and-cooling-big-stone-gap-va/"
"Mid America Materials Co Inc","Paducah","Kentucky","42001","Paducah Kentucky, US-42001","270-444-4987","https://www.trane.com/residential/en/dealers/mid-america-materials-co-inc-paducah-ky/"
"MICK’S PLUMBING AND HEATING","Thurmont","Maryland","21788","Thurmont Maryland, US-21788","301-271-2488","https://www.trane.com/residential/en/dealers/micks-plumbing-and-heating-thurmont-md/"
"Michael Heating & Air","Athens","Georgia","30607","Athens Georgia, US-30607","706-353-6773","https://www.trane.com/residential/en/dealers/michael-heating-and-air-athens-ga/"
"Michael and Son Services, LLC","Raleigh","North Carolina","27604","Raleigh North Carolina, US-27604","919-571-5000","https://www.trane.com/residential/en/dealers/michael-and-son-services-llc-raleigh-nc/"
"Metz Air Control","Chino","California","91710","Chino California, US-91710","909-628-9525","https://www.trane.com/residential/en/dealers/metz-air-control-chino-ca/"
"METRO-AIR","Largo","Florida","33777","Largo Florida, US-33777","727-541-7545","https://www.trane.com/residential/en/dealers/metro-air-largo-fl/"
"Metro Express Service, LLC","Kennedale","Texas","76060","Kennedale Texas, US-76060","817-516-0700","https://www.trane.com/residential/en/dealers/metro-express-service-llc-kennedale-tx/"
"METRO ENVIRONMENTAL SRVS, INC","Lewisville","Texas","75057","Lewisville Texas, US-75057","972-245-1158","https://www.trane.com/residential/en/dealers/metro-environmental-srvs-inc-lewisville-tx/"
"Metro Air Conditioning, Heating & Services","Dallas","Texas","75224","Dallas Texas, US-75224","214-948-8888","https://www.trane.com/residential/en/dealers/metro-air-conditioning-heating-and-services-dallas-tx/"
"METRO AIR CO","Hilliard","Ohio","43026","Hilliard Ohio, US-43026","614-777-1237","https://www.trane.com/residential/en/dealers/metro-air-co-hilliard-oh/"
"MERRITT ISLAND A/C & HTG, INC","Merritt Island","Florida","32952","Merritt Island Florida, US-32952","321-452-5665","https://www.trane.com/residential/en/dealers/merritt-island-a-c-and-htg-inc-merritt-island-fl/"
"MENARDS AC & HEATING CO","Lafayette","Louisiana","70503","Lafayette Louisiana, US-70503","337-984-3521","https://www.trane.com/residential/en/dealers/menards-ac-and-heating-co-lafayette-la/"
"Melton Heating and Air","Clinton","Tennessee","37716","Clinton Tennessee, US-37716","865-457-6898","https://www.trane.com/residential/en/dealers/melton-heating-and-air-clinton-tn/"
"Meister Heating & AC, Inc","Peoria","Illinois","61604","Peoria Illinois, US-61604","309-697-5810","https://www.trane.com/residential/en/dealers/meister-heating-and-ac-inc-peoria-il/"
"Megee Plumbing & Heating Inc.","Georgetown","Delaware","19947","Georgetown Delaware, US-19947","302-856-6311","https://www.trane.com/residential/en/dealers/megee-plumbing-and-heating-inc-georgetown-de/"
"Meeks Heating and Air","Griffin","Georgia","30234","Griffin Georgia, US-30234","770-227-5753","https://www.trane.com/residential/en/dealers/meeks-heating-and-air-griffin-ga/"
"MEDLEY ELECTRIC CO., INC.","Rockwell","North Carolina","28138","Rockwell North Carolina, US-28138","704-279-2186","https://www.trane.com/residential/en/dealers/medley-electric-co-inc-rockwell-nc/"
"Medina Heating & Air Conditioning","Medina","Ohio","44256","Medina Ohio, US-44256","330-723-0001","https://www.trane.com/residential/en/dealers/medina-heating-and-air-conditioning-medina-oh/"
"Mechanical Service Company","Virginia Beach","Virginia","23452","Virginia Beach Virginia, US-23452","757-427-0016","https://www.trane.com/residential/en/dealers/mechanical-service-company-virginia-beach-va/"
"Meade Heating & Air Conditioning, Inc.","Chester Springs","Pennsylvania","19425","Chester Springs Pennsylvania, US-19425","610-458-8706","https://www.trane.com/residential/en/dealers/meade-heating-and-air-conditioning-inc-chester-springs-pa/"
"Mead Mechanical LLC","Key Largo","Florida","33037","Key Largo Florida, US-33037","305-394-2701","https://www.trane.com/residential/en/dealers/mead-mechanical-llc-key-largo-fl/"
"MCQUADE HEATING, COOLING, PLUMBING AND REFRIGERATION","Sterling Heights","Michigan","48314","Sterling Heights Michigan, US-48314","586-739-3489","https://www.trane.com/residential/en/dealers/mcquade-heating-cooling-plumbing-and-refrigeration-sterling-heights-mi/"
"MCNAMARA HEATING & A/C INC","Pearl River","New York","10965","Pearl River New York, US-10965","845-735-8844","https://www.trane.com/residential/en/dealers/mcnamara-heating-and-a-c-inc-pearl-river-ny/"
