"title_name","address_country","street_address","address_locality","address_region","telephone","email","website_url","check_claimed_or_not","ratings","description","open_hours","categories","other_phone_no","other_websites","page_urls"
"Webster Bank","US","500 Fashion Ave 3rd Fl","New York","NY","(212) 354-2265","","https://www.snb.com/seventh-avenue","Claimed","zero","Since our beginning in 1935, Webster Bank, a community-minded and values-guided bank, has maintained a commitment to starting every relationship by listening to what matters most to our customers and personalizing solutions that are responsive and tailored to their needs.","Regular Hours:Mon:9:00 am - 4:00 pm & SatClosed","Banks, Financial Planning Consultants, Investments","","website","https://www.yellowpages.com/new-york-ny/mip/webster-bank-567145909"
"Chase Bank","US","260 Madison Ave","New York","NY","(212) 779-1036","","https://locator.chase.com/ny/new-york/260-madison-ave?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODQ2Mi01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 322-4437","https://locator.chase.com/ny/new-york/260-madison-ave?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-485272607"
"Chase Bank","US","461 W 34th St Frnt 1","New York","NY","(212) 497-3972","","https://locator.chase.com/ny/new-york/461-w-34th-st-frnt-1?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MTQ4NDg3OTYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","","https://locator.chase.com/ny/new-york/461-w-34th-st-frnt-1?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-493162490"
"Citizens","US","518 Fashion Ave","New York","NY","(212) 497-1128","","https://locations.citizensbank.com/ny/new-york/518-fashion-ave.html","Claimed","zero","At Citizens, we are here to help you bank better. So, if you have a question about buying a house, paying for college, saving for retirement, taking on debt in a smart way or any other query about money, don’t keep it to yourself. We have approximately 1,100 Citizens branches in 15 states and around 3,100 ATMs. In addition, our customers stay connected with us online, through our award-winning mobile app and via our customer contact center. Member FDIC. Equal Housing Lender.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, ATM Locations, Loans, Mortgages","","https://locations.citizensbank.com/ny/new-york/518-fashion-ave.html","https://www.yellowpages.com/new-york-ny/mip/citizens-567436880"
"Flushing Bank","US","99 Park Ave","New York","NY","(646) 923-9533","","","Not Claimed","zero","Since 1292, Flushing Bank has been serving our community with personal, business, government banking and lending. We're ready to deliver superior customer service combined with easy banking, the way it was meant to be. From personal banking to business lending, we offer a complete range of banking services; the same as you'd find at any large commercial bank. We're here to help with lending, both residential and commercial. Easily access your account with our online and mobile banking.","Regular Hours:Mon - Fri:9:00 am - 4:00 pm &","Banks","Phone: (212) 260-6063","","https://www.yellowpages.com/new-york-ny/mip/flushing-bank-514777199"
"Citizens ATM","US","617 3rd Ave","New York","NY","(212) 497-1118","","https://locations.citizensbank.com/ny/new-york/617-3rd-avenue.html","Claimed","zero","At Citizens, we are here to help you bank better. So, if you have a question about buying a house, paying for college, saving for retirement, taking on debt in a smart way or any other question about money, don’t keep it to yourself. Ask a Citizen. We have approximately 1,150 Citizens branches in 11 states and approximately 3,300ATMs. In addition, our customers stay connected with us 24/7 online, through our award-winning mobile app and via our round-the-clock customer contact center. Member FDIC. Equal Housing Lender.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, ATM Locations, Loans, Mortgages","","https://locations.citizensbank.com/ny/new-york/617-3rd-avenue.html","https://www.yellowpages.com/new-york-ny/mip/citizens-atm-567446412"
"HSBC Bank USA, N.A.","US","452 5th Ave","New York","NY","(212) 525-5000","timothy.x.miszewski@us.hsbc.com","https://www.us.hsbc.com","Not Claimed","zero","HSBC Bank USA offers more than 3 million customers access to global markets and services. It provides a full range of commercial banking products and services to individuals, corporations, institutions and governments through its personal financial services, private banking, commercial banking and corporate investment banking and markets segments. The Bank is also an international dealer in derivative instruments and has mortgage banking and brokerage operations. HSBC Bank USA has branch locations in Florida, California, Delaware, New York, Pennsylvania, Oregon, Washington and Washington, D.C. The bank s holding company, HSBC USA Incorporated has headquarters in New York.","Regular Hours:Mon - Wed:8:30 am - 5:00 pm & Thu:8:30 am - 6:00 pm & Fri:8:30 am - 5:00 pm &","Banks, Investment Securities, Loans","Phone: (212) 525-8047, Phone: (212) 382-0576, Phone: (212) 704-9966, Phone: (212) 525-2300, Phone: (212) 525-2626, Fax: (212) 525-6985, TollFree: (800) 975-4722, TollFree: (800) 537-8705","https://www.us.hsbc.com, http://hsbcprivatebank.com, http://hds.com, http://us.hsbc.com","https://www.yellowpages.com/new-york-ny/mip/hsbc-bank-usa-n-a-475881745"
"Menaged & Bransgrove","US","355 Lexington Ave 9th Fl","New York","NY","(212) 261-1822","","http://www.menagedbransgrove.com","Not Claimed","zero","We have both had personal experience with the impact of planning on people we love. We've seen businesses preserved so the next generation can carry on, families cared for and given financial ""breathing room"" to pick up the pieces, retirements achieved, and dignity preserved in times of sickness, all because of proper planning. We hope Austin's personal story motivates you to create and implement a plan for yourself. Sincerely, Louis and Austin","Do you know the hours for this business?","Banks","","website","https://www.yellowpages.com/new-york-ny/mip/menaged-bransgrove-548191068"
"Valley Bank","US","100 Park Ave","New York","NY","(212) 867-6242","rbelicose@valleynationalbank.com","https://www.valley.com/branches/madison-at-park?utm_source=yext&utm_medium=locations","Not Claimed","zero","Today, our top priority is ensuring your health and safety while continuing to provide the banking services you rely on. That's why we're carefully monitoring local and federal regulations and making sure our staff is prepared to safely serve your needs. With more 200 branch and ATM locations across New Jersey, New York, Florida and Alabama, and digital services like online and mobile banking, we strive to make banking convenient and simple for every one of our customers whether you're managing a checking account or managing your business finances.","Regular Hours:Mon - Fri:9:00 am - 5:00 pm &","Banks, ATM Locations","TollFree: (800) 522-4100","https://www.valley.com/branches/madison-at-park?utm_source=yext&utm_medium=locations, https://locations.valley.com/ny/newyork/valley-bank-132a.html, http://valleynationalbank.com, https://locations.valley.com/ny/newyork/valley-bank-132.html","https://www.yellowpages.com/new-york-ny/mip/valley-bank-457214427"
"D Z Bank AG","US","100 Park Ave","New York","NY","(212) 745-1400","","https://www.dzbank.com","Not Claimed","zero","DZ BANK New York is the North American branch of the DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main. Its operation employs financial practices in a seamless manner, combining investment banking and capital market know-how with the commercial banking and credit competence it has cultivated for more than 25 years. DZ BANK New York provides structured finance and asset management products. The bank s customers include U.S., German and other international corporations that are active in or interested in entering the U.S. and German markets. It provides clients with a diverse structured finance and asset management product and service offering in the areas of project finance; energy corporate finance; asset securitization; structured trade finance; treasury, capital markets and loan markets; European and North American equity sales through a licensed, in-house broker/dealer; and international corporate banking. DZ BANK New York is located in New York.","Do you know the hours for this business?","Banks","Fax: (212) 745-1550","https://www.dzbank.com","https://www.yellowpages.com/new-york-ny/mip/d-z-bank-ag-543379366"
"Chase Bank","US","1411 Broadway","New York","NY","(212) 819-2701","","https://locator.chase.com/ny/new-york/1411-broadway?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODQ2Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 322-0414","https://locator.chase.com/ny/new-york/1411-broadway?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-489100108"
"Chase Bank","US","633 3rd Ave","New York","NY","(212) 622-5180","","https://locator.chase.com/ny/new-york/633-third-ave?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MjAzODQyNy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","Claimed","zero","Find out how Chase can help you with checking, savings, mobile banking, and more. Deposit products provided by JPMorgan Chase Bank, N.A. Member FDIC.","Regular Hours:Mon:9:00 am - 5:00 pm & SatClosed","Banks, Commercial & Savings Banks, Credit Card-Merchant Services, Financial Services, Loans","Fax: (855) 323-1052","https://locator.chase.com/ny/new-york/633-third-ave?jp_cmp=rb/LocalListings/aff/branch/na","https://www.yellowpages.com/new-york-ny/mip/chase-bank-502543323"
"Sterling National Bank","US","622 3rd Ave","New York","NY","(212) 490-9813","epawlik@snb.com","https://www.snb.com/grand-central-plaza","Not Claimed","zero","At Sterling National Bank New York NY, our promise to clients goes above and beyond our comprehensive suite of products and services. Our relationship managers provide a single point of contact to coordinate various financial disciplines and streamline the banking process. They're able to draw upon a unique breadth of tools and expertise, applying a thorough understanding of your business and serving as a valuable and skilled financial partner. This rare combination of dedicated attention and extensive resources means that every client can expect extraordinary.","Regular Hours:Mon - Wed:8:30 am - 5:00 pm & Thu:8:30 am - 6:00 pm & Fri:8:30 am - 5:00 pm & Sat - SunClosed","Banks, Commercial & Savings Banks, Loans","Phone: (212) 490-9870, Phone: (212) 490-9849, Phone: (212) 490-9815, Phone: (212) 490-9821, Fax: (212) 490-9849, TollFree: (855) 274-2801","https://www.snb.com/grand-central-plaza, http://snb.com","https://www.yellowpages.com/new-york-ny/mip/sterling-national-bank-2735081"
"Anglo Irish Bank","US","222 E 41st St","New York","NY","(212) 503-3000","","","Not Claimed","zero","Anglo Irish Bank is a financial institution that offers business and private products and services. The bank manages offices in the United States, the United Kingdom, Austria and Germany. It provides secured personal and fixed- and variable-rate loans, as well as asset finance and leasing solutions. Anglo Irish Bank manages a treasury division that offers personal savings and investments products. The bank also provides investment, trustee administration, advisory, and portfolio, liquidity and risk management services. It maintains a treasury relationship with a network of more than 350 banks worldwide. Anglo Irish Bank is a part of Anglo Irish Bank Corporation Limited.","Do you know the hours for this business?","Banks","Phone: (212) 297-9046, Phone: (212) 351-3450, Phone: (212) 661-7695, Phone: (212) 986-1502","","https://www.yellowpages.com/new-york-ny/mip/anglo-irish-bank-1043023"
